,Day,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
158,2021-04-16,United Kingdom,2021-04-17 04:20:40,52.3555,-1.1743,3830891,111917,0.0,3718974.0,"England, United Kingdom",6843.6631342760975,2.921435248353451
159,2021-04-17,United Kingdom,2021-04-18 04:20:41,52.3555,-1.1743,3832788,111948,0.0,3720840.0,"England, United Kingdom",6847.052014034285,2.920798123976593
160,2021-04-18,United Kingdom,2021-04-19 04:20:57,52.3555,-1.1743,3834283,111955,0.0,3722328.0,"England, United Kingdom",6849.722744260163,2.91984185830832
161,2021-04-19,United Kingdom,2021-04-20 04:20:41,52.3555,-1.1743,3836833,111957,0.0,3724876.0,"England, United Kingdom",6854.278170397948,2.9179534266933165
162,2021-04-20,United Kingdom,2021-04-21 04:21:14,52.3555,-1.1743,3839002,111985,0.0,3727017.0,"England, United Kingdom",6858.152962277499,2.9170341666922814
163,2021-04-21,United Kingdom,2021-04-22 04:20:53,52.3555,-1.1743,3840945,112005,0.0,3728940.0,"England, United Kingdom",6861.62401835033,2.9160792461230245
164,2021-04-22,United Kingdom,2021-04-23 04:20:52,52.3555,-1.1743,3843260,112016,0.0,3731244.0,"England, United Kingdom",6865.759630706788,2.914608951775316
165,2021-04-23,United Kingdom,2021-04-24 04:20:38,52.3555,-1.1743,3845537,112054,0.0,3733483.0,"England, United Kingdom",6869.8273582815855,2.9138713266833736
166,2021-04-24,United Kingdom,2021-04-25 04:20:32,52.3555,-1.1743,3847341,112081,0.0,3735260.0,"England, United Kingdom",6873.050098968866,2.913206809586153
167,2021-04-25,United Kingdom,2021-04-26 04:21:04,52.3555,-1.1743,3848742,112088,0.0,3736654.0,"England, United Kingdom",6875.552903682215,2.9123282360833747
168,2021-04-26,United Kingdom,2021-04-27 04:20:52,52.3555,-1.1743,3850494,112091,0.0,3738403.0,"England, United Kingdom",6878.682749405115,2.911081019734091
169,2021-04-27,United Kingdom,2021-04-28 04:20:32,52.3555,-1.1743,3852904,112107,0.0,3740797.0,"England, United Kingdom",6882.988073715727,2.909675403280227
170,2021-04-28,United Kingdom,2021-04-29 04:20:55,52.3555,-1.1743,3854733,112134,0.0,3742599.0,"England, United Kingdom",6886.255475443573,2.908995253367743
171,2021-04-29,United Kingdom,2021-04-30 04:21:03,52.3555,-1.1743,3856836,112149,0.0,3744687.0,"England, United Kingdom",6890.01236217603,2.907797998151853
172,2021-04-30,United Kingdom,2021-05-01 04:20:47,52.3555,-1.1743,3858882,112163,0.0,3746719.0,"England, United Kingdom",6893.667421735992,2.906619067387912
173,2021-05-01,United Kingdom,2021-05-02 04:20:48,52.3555,-1.1743,3860524,112169,0.0,3748355.0,"England, United Kingdom",6896.6007588804005,2.9055382119111286
174,2021-05-02,United Kingdom,2021-05-03 04:20:39,52.3555,-1.1743,3861901,112182,0.0,3749719.0,"England, United Kingdom",6899.060688994805,2.904838834553242
175,2021-05-03,United Kingdom,2021-05-04 04:20:34,52.3555,-1.1743,3863354,112183,0.0,3751171.0,"England, United Kingdom",6901.656388672531,2.903772214505841
176,2021-05-04,United Kingdom,2021-05-05 04:20:43,52.3555,-1.1743,3865013,112186,0.0,3752827.0,"England, United Kingdom",6904.620095324525,2.902603432381728
177,2021-05-05,United Kingdom,2021-05-06 04:20:38,52.3555,-1.1743,3866919,112213,0.0,3754706.0,"England, United Kingdom",6908.025053057316,2.9018709727304866
178,2021-05-06,United Kingdom,2021-05-07 04:20:40,52.3555,-1.1743,3869113,112225,0.0,3756888.0,"England, United Kingdom",6911.9445059774325,2.900535600795324
179,2021-05-07,United Kingdom,2021-05-08 04:21:04,52.3555,-1.1743,3871255,112238,0.0,3759017.0,"England, United Kingdom",6915.771063933173,2.8992665169305565
180,2021-05-08,United Kingdom,2021-05-09 04:20:35,52.3555,-1.1743,3872997,112243,0.0,3760754.0,"England, United Kingdom",6918.883045239847,2.89809158127414
181,2021-05-09,United Kingdom,2021-05-10 04:20:38,52.3555,-1.1743,3874415,112245,0.0,3762170.0,"England, United Kingdom",6921.4162194607825,2.897082527297669
182,2021-05-10,United Kingdom,2021-05-11 04:20:41,52.3555,-1.1743,3876424,112245,0.0,3764179.0,"England, United Kingdom",6925.005180680706,2.895581081945628
183,2021-05-11,United Kingdom,2021-05-12 04:21:29,52.3555,-1.1743,3878541,112263,0.0,3766278.0,"England, United Kingdom",6928.787077595876,2.8944646969053567
184,2021-05-12,United Kingdom,2021-05-13 04:20:51,52.3555,-1.1743,3880345,112274,0.0,3768071.0,"England, United Kingdom",6932.009818283158,2.8934025196213224
185,2021-05-13,United Kingdom,2021-05-14 04:20:41,52.3555,-1.1743,3882574,112282,0.0,3770292.0,"England, United Kingdom",6935.991796660071,2.8919474554767017
186,2021-05-14,United Kingdom,2021-05-15 04:20:58,52.3555,-1.1743,3884402,112297,0.0,3772105.0,"England, United Kingdom",6939.2574119462915,2.890972664518245
187,2021-05-15,United Kingdom,2021-05-16 04:20:49,52.3555,-1.1743,3886016,112304,0.0,3773712.0,"England, United Kingdom",6942.140728725269,2.8899520743095244
188,2021-05-16,United Kingdom,2021-05-17 04:20:34,52.3555,-1.1743,3887487,112307,0.0,3775180.0,"England, United Kingdom",6944.7685843521995,2.8889357057657032
189,2021-05-17,United Kingdom,2021-05-18 04:20:33,52.3555,-1.1743,3889132,112310,0.0,3776822.0,"England, United Kingdom",6947.707280821477,2.8877909003859985
190,2021-05-18,United Kingdom,2021-05-19 04:20:42,52.3555,-1.1743,3886364,112315,0.0,3774049.0,"England, United Kingdom",6942.762410409952,2.8899763377799914
191,2021-05-19,United Kingdom,2021-05-20 04:21:05,52.3555,-1.1743,3887954,112318,0.0,3775636.0,"England, United Kingdom",6945.602852589983,2.888871627596417
192,2021-05-20,United Kingdom,2021-05-21 04:20:43,52.3555,-1.1743,3890081,112324,0.0,3777757.0,"England, United Kingdom",6949.402613921382,2.887446302532004
193,2021-05-21,United Kingdom,2021-05-22 04:20:45,52.3555,-1.1743,3892258,112330,0.0,3779928.0,"England, United Kingdom",6953.291697333913,2.8859854613954163
194,2021-05-22,United Kingdom,2021-05-23 04:20:51,52.3555,-1.1743,3894329,112336,0.0,3781993.0,"England, United Kingdom",6956.991417934444,2.8846047675992454
195,2021-05-23,United Kingdom,2021-05-24 04:20:53,52.3555,-1.1743,3895920,112339,0.0,3783581.0,"England, United Kingdom",6959.833646556098,2.8835037680445184
196,2021-05-24,United Kingdom,2021-05-25 04:21:08,52.3555,-1.1743,3897815,112342,0.0,3785473.0,"England, United Kingdom",6963.21895343104,2.882178861746902
197,2021-05-25,United Kingdom,2021-05-26 04:20:35,52.3555,-1.1743,3899813,112355,0.0,3787458.0,"England, United Kingdom",6966.788263793116,2.881035577859759
198,2021-05-26,United Kingdom,2021-05-27 04:20:59,52.3555,-1.1743,3902160,112363,0.0,3789797.0,"England, United Kingdom",6970.981042281502,2.8795077598048264
